seed,n,p,mean_offdiag_pearson,mean_offdiag_spearman,N_eff,pc1_var_frac,within_class_pearson,cross_class_pearson,best_fixed,err_best_fixed,err_oracle,oracle_headroom
42,33983,10,0.9191333158274883,0.9016953239975463,1.160644240961735,0.9277658454731602,0.921151138676321,0.9179082090978395,mean_condition,0.7036486833711469,0.6156964661641254,0.08795221720702151
43,33983,10,0.9187817614552974,0.9011727293311135,1.161413866747308,0.9274541062366514,0.9205845365291314,0.9176872194461839,mean_condition,0.7036643360089979,0.6158185458550216,0.08784579015397631
44,33983,10,0.9190878721508297,0.9017518798657025,1.1607427249678892,0.9277259053012826,0.9211439723300178,0.9178395256134649,mean_condition,0.7036752680670263,0.6158312177554949,0.08784405031153142
