predictor,spearman_std,spearman_nested,aurc_std,aurc_nested,delta_aurc,delta_spearman
mean_condition,0.13242087492630397,0.13518276950333538,0.8710862249083613,0.8708831115893204,-0.00020311331904102983,0.0027618945770314005
knn_coexpr_k25,0.15130259536679277,0.14888990520214726,0.9066027338506032,0.906786334247036,0.00018360039643268897,-0.0024126901646455146
