seed,n,n_predictors,best_fixed,err_best_fixed,err_routed,err_oracle,oracle_headroom,routed_minus_bestfixed,boot_frac_routed_better
42,88,3,knn_coexpr_k25,0.5261479988694191,0.5315836722200568,0.4408171054991809,0.08533089337023819,0.00543567335063766,0.4425
43,88,3,knn_coexpr_k25,0.5452012155543674,0.5623362911018458,0.4600654522126371,0.08513576334173029,0.017135075547478396,0.3195
44,88,3,knn_coexpr_k25,0.5314544554461132,0.5573798919265921,0.4372486519542607,0.09420580349185254,0.025925436480478847,0.2535
