seed,predictor,n,spearman_est,spearman_rand,spearman_labelshuffle,aurc_est,aurc_magnitude,aurc_similarity,aurc_random_feat,aurc_oracle,aurc_noselect
42,mean_condition,67086,0.1351824707741801,-0.010277103809632773,0.025762204351984678,0.8710667705127239,0.8733541165652865,0.8803014095021702,0.8803157030538233,0.8195377518145461,0.8810297550912144
42,knn_coexpr_k25,67086,0.14609096392847537,-0.03122022066384139,0.03021098682319512,0.9068955210816426,0.910439912973818,0.9187199340131129,0.9155355173359796,0.8661877374635674,0.917662704361966
43,mean_condition,67086,0.13133424559056986,0.003727421462654737,0.008670063414297107,0.8710664531680534,0.8737254027466989,0.8803221456153913,0.8805272890514377,0.8194923250969829,0.8810078667056577
43,knn_coexpr_k25,67086,0.15128070355138729,0.04294453415907374,-0.002241052172711921,0.9066148655661552,0.9104000765186385,0.9187661893083259,0.9137427049864368,0.8662447069905052,0.9176376904606254
44,mean_condition,67086,0.130745908414162,-0.0013532320745875217,0.00988391572365099,0.8711254510443067,0.8734509194363923,0.8804365996335783,0.8806950492893814,0.8195227790417426,0.8810228325074073
44,knn_coexpr_k25,67086,0.15653611862051567,-0.03409752951502476,0.01668174725852987,0.9062978149040118,0.9102540311058428,0.919038020967299,0.915215794094841,0.8662872363673926,0.9175920458152071
