seed,n,spearman_pertema,spearman_mcdropout,spearman_magnitude,aurc_pertema,aurc_mcdropout,aurc_magnitude,aurc_oracle,aurc_noselect
42,64024,0.11179477665521521,0.04311527357536576,-0.1304539855857901,0.9046536424673438,0.9076385653573797,0.9042941775683137,0.8555533256556007,0.9105990717154242
43,64024,0.09517757510502302,0.04122272309476972,-0.12582028036541779,0.9044691661903482,0.9060387376209229,0.9030784502006401,0.8539322423142168,0.9094084159366477
44,64024,0.12591030236796008,0.03320850156833366,-0.13596864681441215,0.903069420117259,0.9064395947980839,0.9032621939882106,0.8541953756686687,0.9097765566611028
