seed,n,best_fixed,err_best_fixed,err_routed,err_oracle,routed_minus_bestfixed,oracle_headroom,boot_frac_routed_better,err_mean_condition,err_mean_global,err_knn_coexpr_k25,err_ridge_embed
42,33983,mean_condition,0.818198240114115,0.8207568646413906,0.8080836421580514,0.0025586245272756214,0.01011459795606362,0.0,0.818198240114115,0.8415157781411862,0.871761876814916,0.8284984019415615
43,33983,mean_condition,0.818205989638762,0.8206547600976105,0.8081167220623832,0.0024487704588485038,0.010089267576378846,0.0,0.818205989638762,0.8415224050611176,0.871687434319698,0.8285138208614322
44,33983,mean_condition,0.8182286679704379,0.8205691068128886,0.8080401579606801,0.0023404388424507205,0.010188510009757845,0.0,0.8182286679704379,0.8415460575708411,0.8718789581960223,0.8285143216120097
