seed,n,spearman_est,spearman_rand,spearman_labelshuffle,aurc_est,aurc_similarity,aurc_random_feat,aurc_oracle,aurc_noselect,mean_transfer_err
42,1696,0.562019333406367,-0.01742837909677072,0.012089085952054063,0.5179443886104533,0.6011441601413355,0.5869779527338558,0.45929688579821515,0.5980385933774259,0.5980385933774259
43,1696,0.5683963169679969,-0.002178569284035114,-0.001455458759647995,0.5196005902585885,0.6022870599098324,0.5943307886758535,0.45942863321175026,0.5979257004581532,0.5979257004581532
44,1696,0.5700648134832199,-0.0006100320354105707,0.01806526117274015,0.5160106696547525,0.5984819898056808,0.6014304367840891,0.45899936074658265,0.597651239554837,0.597651239554837
