seed,n,fixed_mean_global,fixed_ridge_embed,fixed_knn_coexpr_k25,best_fixed,best_fixed_err,routed_err,oracle_err,delta_vs_bestfixed,frac_boot_better,route_agree_bestfixed
42,213,0.5493754386342188,0.6254695516796739,0.5209867833925524,knn_coexpr_k25,0.5209867833925524,0.5289938973149223,0.48534270435431753,-0.008007113922369871,0.0325,0.6056338028169014
43,213,0.551373238574731,0.6200845801214657,0.5181133803067632,knn_coexpr_k25,0.5181133803067632,0.5336891849276045,0.4830326600253862,-0.015575804620841299,0.0005,0.5727699530516432
44,213,0.5490216013971069,0.6272643368009111,0.5167792403082333,knn_coexpr_k25,0.5167792403082333,0.5244943012653942,0.48496742707462936,-0.007715060957160914,0.0185,0.5586854460093896
