seed,n,spearman_pertema,spearman_intrinsic,spearman_magnitude,aurc_pertema,aurc_intrinsic,aurc_magnitude,aurc_oracle,aurc_noselect
42,67086,0.14772232166006877,0.0678115710390533,-0.07269106799956099,0.9068427382997186,0.9107591258251964,0.9104399205541259,0.8661877490021627,0.9176627106284234
43,67086,0.15156697316577805,0.07224580310097857,-0.07657181231188752,0.9066117684295218,0.9104708903218571,0.9104000813295947,0.8662447108728396,0.9176376938555117
44,67086,0.15635780555830756,0.07480497728509855,-0.07828404485485091,0.9063295447870899,0.9104412216102724,0.9102540373608873,0.8662872441605175,0.9175920504939488
