dst,n,spearman_rel_vs_repro,p_rel,spearman_mag_vs_repro,p_mag
Stim48hr,1563,0.01360848560424123,0.5908510545585673,-0.07639541235570045,0.002508799629489342
Stim8hr,1650,0.0448122721669122,0.0687867543892486,-0.043776061033552326,0.07545369688270406
